book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
3	56	О среброљубљу	1. Пт. 4, 11.	ܠܘܩܒܠ ܚܘܫܒܐ ܕܒܥܩܬܐ ܡܫܡܫ ܣܘܥܪ̈ܢܐ: ܐܝܟ ܗܘ ܠܡ ܕܗܐ ܐܘܦܝܘ ܢܟ̈ܣܐ: ܘܠܐ ܗܫܐ ܐܝܬ ܡܢܗܘܢ: ܘܠܐ ܬܘܒ ܡܫܟܚܐ ܕܢܗܘܘܢ܀	ܘܟܠ ܕܡܫܡܫ܆ ܐܝܟ ܕܡܢ ܐܠܗܐ ܝܗܝܒ ܠܗ ܢܫܡܫ ܘܢܫܦܪ ܠܐܠܗܐ	56. προς λογισμον εν στενοχωριαι περιεργαζομενον ως δη τα χρηματα οιχεται και ουκ εστιν αυτων αρτι ουδε δυνατον παλιν υπαρξειν	+ ει τις διακονει καθως υπο του θεου επιχορηγειται αυτωι διακονειτω και ευαρεστησει τωι θεωι .	Против помисли која се уплиће у световне послове под изговором да је новца нестало, и да ништа од њега није остало, и да се не може изнова зарадити:	Ако ко служи, нека служи као снагом коју Бог даје; да се у свему прославља Бог кроз Исуса Христа, коме припада слава и сила у све векове.
3	57	О среброљубљу	1. Јн. 3, 17.	ܢܙ: ܠܘܩܒܠ ܚܘܫܒܐ ܕܪܚܡܬ ܟܣܦܐ: ܕܠܐ ܨܒܐ ܕܢܙܕܕܩ ܒܐܚ̈ܐ. ܡܛܠ ܕܠܐ ܠܡ ܣܢܝܩܝܢ: ܘܒܥܒܕܐ ܟܦܪ ܒܚܘܒܐ ܕܐܠܗܐ܀	ܘܐܝܢܐ ܕܐܝܬ ܠܗ ܥܘܬܪܐ ܒܥܠܡܐ: ܘܚܙܐ ܠܐܚܘܗܝ ܕܣܢܝܩ ܘܐܚܕ ܪ̈ܚܡܘܗܝ ܡܢܗ܆ ܐܝܟܢܐ ܫܪܐ ܒܗ ܚܘܒܗ ܕܐܠܗܐ	57. προς λογισμον φιλαργυριας εν τοις αδελφοις ελεημοσυνας ποιειν ου θελοντα ως οτι ουκ εισιν ενδεεις και εργωι την θεου αγαπην αρνουμενον	+ .	Против помисли среброљубља која не жели да пружа милостињу браћи – под изговором „да нису потребити“ – и на тај начин се одриче љубави Божије:	А који има светска блага и гледа свога брата како оскудева, па затвори своје срце према њему, како може Божија љубав да остане у њему?
3	58	О среброљубљу	1. Јн. 3, 18.	ܢܚ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܐܝܠܝܢ ܕܒܡܠܬܐ ܥܒܕܝܢ ܠܢ ܕܢܘܕܐ ܕܡܚܒܝܢܢ ܠܐܚ̈ܐ: ܒܥܒܕܐ ܕܝܢ ܡܛܠ ܪܚܡܬ ܟܤܦܐ ܢܟܦܘܪ ܒܗܘܢ܀	ܒܢܝ ܠܐ ܢܚܒ ܚܕ ܠܚܕ ܒܡܠܬܐ ܘܒܠܫܢܐ. ܐܠܐ ܒܟܐܢܘܬܐ ܘܒܩܘܫܬܐ܀	58. προς λογισμους λογωι μεν ποιουντας ημας οτι αγαπωμεν τους αδελφους ομολογειν, εργωι δε δια φιλαργυριαν αρνεισθαι	+ .	Против помисли које нас терају да речју исповедимо љубав према браћи, док их се на делу одричемо због среброљубља:	Дечице, не волимо речју или само језиком, него делом и истином.
4	1	Против помисли демона туге	Изл. 2, 23–24.	ܐ. ܠܘܩܒܠ ܢܦܫܐ ܕܤܒܪܐ ܠܗ ܡܢ ܟܪܝܘܬܐ ܕܓܕܫܐ ܠܗ ܕܠܐ ܫܡܥ ܡܪܝܐ ܐܢܩܬܗ܀	ܘܐܬܬܢܚܘ ܒ̈ܢܝ ܐܝܤܪܐܝܠ ܡܢ ܫܘܥܒܕܐ ܩܫܝܐ. ܘܨܠܝܘ ܘܣܠܩܬ ܓܥܬܗܘܢ ܠܘܬ ܡܪܝܐ ܡܢ ܫܘܥܒܕܐ ܩܫܝܐ. ܘܫܡܥ ܐܠܗܐ ܐܢܩܬܗܘܢ	1. προς ψυχην αφ’ ης επετυχεν αυτηι λυπης οιομενην οτι ο κυριος του αυτης στεναγμου ουκ επακουει	+ και κατεστεναξαν οι υιοι Ισραηλ απο της σκληρας καταδουλειας και προσηυξαντο και ανεβη η βοη αυτων κτλ .	Против душе коју спопада туга и која помишља да Господ није чуо њене уздисаје:	И уздисаху од невоље синови Израиљеви и викаху; и вика њихова ради невоље дође до Бога. И Бог чу уздисање њихово.
4	2	Против помисли демона туге	Изл. 3, 7–8.	ܒ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܣܒܪܝܢ ܠܗܘܢ ܕܠܐ ܚܙܐ ܡܪܝܐ ܫܚܩܢ ܕܡܢ ܕܝ̈ܘܐ܀	ܘܐܡܪ ܡܪܝܐ. ܡܚܙܐ ܚܙܝܬ ܫܘܥܒܕܗ ܕܥܡܝ ܕܒܡܨܪܝܢ. ܘܓܥܬܗܘܢ ܫܡܥܬ ܡܢ ܩܕܡ ܡܫ̈ܥܒܕܢܝܗܘܢ. ܡܛܠ ܕܝܕܥ ܐܢܐ ܠܗ ܠܟܐܒܗܘܢ. ܘܢܚܬܬ ܠܡܦܨܝܘܬܗ ܡܢ ܐܝܕܐ ܕܡܨܪ̈ܝܐ	2. προς λογισμους ως ουχ οραι ο θεος το υπο των δαιμονων συντριμμα ημων οιομενους	+ και ειπεν κυριος ιδων ιδον κτλ .	Против помисли које претпостављају да Господ не види нашу невољу која долази од демона:	И Господ рече Мојсију: Добро видех невољу народа својега у Египту, и чух вику његову од зла које му чине настојници, јер познах муку његову. И сиђох да га избавим из руку египатских.
4	3	Против помисли демона туге	Изл. 5, 22–23.	ܓ ܠܘܩܒܠ ܢܦܫܐ ܕܠܐ ܚܟܡܐ ܕܗܝܕܝܢ ܝܬܝܪ ܩܠܝܠ ܣܓܝܢ ܢܣܝ̈ܘܢܐ: ܐܡܬܝ ܕܫܪܝܬ ܠܡܥܩܒܘ ܪܘܚܢܐܝܬ ܡ̈ܠܘܗܝ ܚܝ̈ܬܐ ܕܐܠܗܐ: ܘܐܬܚܦܛܬ ܒܦܘܩ̈ܕܢܘܗܝ ܕܐܠܗܐ.܀.	ܘܗܦܟ ܡܘܫܐ ܠܘܬ ܡܪܝܐ ܘܐܡܪ. ܡܪܝ ܠܡܢܐ ܐܒܐܫܬ ܠܥܡܐ ܗܢܐ. ܘܠܡܢܐ ܫܕܪܬܢܝ. ܕܡܢ ܫܥܬܐ ܕܐܬܝܬ ܠܘܬ ܦܪܥܘܢ ܠܡܡܠܠܘ ܒܫܡܟ. ܒܐܫ ܠܥܡܐ ܗܢܐ. ܘܡܦܪܩ ܠܐ ܦܪܩܬ ܠܥܡܟ	3. προς ψυχην οτι τοτε θαττον πλεοναζουσιν οι πειρασμοι οταν τους ζωντας θεου λογους πνευματικως διεξερευναν αρξηται τε και περι τας θεου εντολας σπου­δαζηται ου γιγνωσκουσαν	+ .	Против душе која није спознала да духовно тумачење речи Божијих и марљивост у погледу испуњавања заповести Његових доносе неочекивано умножавање искушења:	И Мојсије се врати Господу и рече: Господе, зашто си навукао ово зло на народ? Зашто си ме послао? Јер откако изиђох пред фараона и проговорих у Твоје име, још горе поступа с народом овим, а Ти не избави народа својега.
4	4	Против помисли демона туге	Изл. 6, 6–7.	ܕ ܠܘܩܒܠ ܚܘ̈ܫܒܐ ܕܠܐ ܡܣܟܝܢ ܕܢܩܒܠܘܢ ܥܘܕܪܢܐ ܡܢ ܐܠܗܐ: ܘܒܝܕ ܟܪܝܘܬܐ ܤܚܦܝܢ ܠܗ ܠܢܦܫܐ܀	ܡܛܠ ܗܢܐ ܐܡܪ ܠܒ̈ܢܝ ܐܝܣܪܐܝܠ܆ ܐܢܐ ܐܢܐ ܡܪܝܐ ܐܠܗܐ. ܘܡܦܩ ܐܢܐ ܠܟܘܢ ܡܢ ܫܘܥܒܕܐ ܕܡܨܪ̈ܝܐ. ܘܡܦܨܐ ܐܢܐ ܠܟܘܢ ܡܢ ܥܒܕܘܬܗܘܢ. ܘܐܦܪܩܟܘܢ ܒܕܪܥܐ ܪܡܐ ܘܒ̈ܕܝܢܐ ܪܘܪ̈ܒܐ. ܘܐܣܒܟܘܢ ܠܝ ܥܡܐ܆ ܘܐܗܘܐ ܠܟܘܢ ܐܠܗܐ	4. προς λογισμους βοηθειαν παρα θεου ου προσδοκωντας τε και δια λυπης την ψυχην καθαιρουντας	+ δια τουτο ειπον τοις υιοις Ι. εγω ειμι κυριος ο θεος κτλ .	Против помисли које не очекују да добију помоћ од Бога и које тугом обарају душу: Кажи синовима Израиљевим, говорећи:	Ја сам Господ, и избавићу вас од тираније Египћана, и ослободићу вас из ропства, и откупићу вас подигнутом руком и великим судом. Узећу вас себи као народ свој и бићу ваш Бог.
4	5	Против помисли демона туге	Изл. 13, 17.	ܗ ܠܘܩܒܠ ܢܦܫܐ ܕܠܐ ܡܦܣܐ: ܕܐܝܠܝܢ ܕܗܫܐ ܟܦܪܘ ܒܗ ܒܥܠܡܐ ܒܐܝ̈ܕܝܗܘܢ ܕܕܝ̈ܘܐ ܡܪ̈ܝܪܐ ܠܐ ܢܦܠܝܢ. ܘܩܪ̈ܒܐ ܓ̈ܠܝܐ ܕܒܝܕ ܚ̈ܙܘܢܐ ܘܓܫܬܐ ܠܐ ܟܬܫܝܢ: ܐܝܟ ܕܠܐ ܢܬܪܗܒܘܢ ܡܢ ܙܘܥܬܗܘܢ ܢܦܢܘܢ(sic) ܠܗܘܢ ܠܥܠܡܐ܀	ܘܗܘܐ ܕܟܕ ܫܕܪ ܦܪܥܘܢ ܠܥܡܐ܆ ܠܐ ܐܘܒܠ ܐܢܘܢ ܐܠܗܐ ܒܐܘܪ̈ܚܐ ܕܐܪܥܐ ܕܦܠܫ̈ܬܝܐ. ܡܛܠ ܕܩܪܝܒܐ ܗܘܬ. ܡܛܠ ܕܐܡܪ ܐܠܗܐ܆ ܕܕܠܡܐ ܢܕܚܠܘ ܥܡܐ ܡܐ ܕܚܙܘ ܩܪܒܐ ܘܢܗܦܟܘܢ ܠܡܨܪܝܢ.	5. προς ψυχ{η}ν οτι οι αρτι των κοσμωι αποταξαμενοι εις χειρας των πικρων δαιμονων ου πιπτουσιν ουδε φανερας δι’ οψεων και ψηλαφησεως μαχας μαχονται ωστε μη υπο τρομου αυτων πτοηθεντας εις τον κοσμον μεταναστρεψασθαι ου πεπεισ­μενην	+ .	Против душе која није уверена да они који су се тек недавно одрекли света неће пасти у руке горких демона и који се не боре против отворених насртаја посредством виђења или чулних утисака, еда се не би уплашили од демонских ужаса и вратили се у свет:	А кад фараон пусти народ, не одведе их Бог путем к земљи Филистејској, иако је онуда било најкраће, јер Бог рече: Да се не покаје народ кад види рат и не врати се у Египат.
4	6	Против помисли демона туге	Изл. 14, 25.	ܘ. ܠܘܩܒܠ ܚܘ̈ܫܒܐ ܕܐܡܪܝܢ ܠܢ. ܕܠܐ ܠܡ ܝܕܥܝܢ ܕܝ̈ܘܐ ܕܡܪܝܐ ܥܒܕ ܚܠܦܝܢ ܩܪܒܐ܀	ܘܐܡܪܝܢ ܡܨܪ̈ܝܐ ܢܥܪܘܩ ܡܢ ܩܕܡ ܒܝܬ ܐܝܤܪܐܝܠ ܡܛܠ ܕܡܪܝܐ ܥܒܕ ܠܗܘܢ ܩܪܒܐ ܒܡܨܪܝܢ.	6. προς λογισμους ημιν λεγοντας οτι ουκ ισασιν οι δαιμονες οτι ο κυριος υπερ ημων πολεμει	+ .	Против помисли које нам говоре: „Демони не знају да се Господ бори за нас“:	Тада рекоше Египћани: Бежимо од Израиља, јер се Господ бори за њих против Египћана.
4	7	Против помисли демона туге	Изл. 15, 9.	ܙ. ܠܘܩܒܠ ܢܦܫܐ ܕܠܐ ܚܟܡܐ ܕܡܢܐ ܡܬܚܫܒܝܢ ܥܠܝܢ ܕܝܘ̈ܐ܀	ܘܐܡܪ ܒܥܠܕܒܒܐ ܐܪܕܘܦ ܘܐܕܪܟ ܘܐܦܠܓ ܒܙܬܐ. ܬܒܠܥ ܐܢܘܢ ܢܦܫܝ ܐܫܡܘܛ ܣܝܦܝ ܘܬܚܪܘܒ ܐܢܘܢ ܐܝܕܝ	7. προς ψυχην οτι οι δαιμονες περι ημων λογιζονται ουκ επισταμενην	+ και ειπεν ο εχθρος διωξας καταλημψομαι μεριω σκυλα καταπιει αυτους η ψυχη μου σπασω την μαχαιραν μου και αναιρησει αυτους η χειρ μου .	Против душе која не зна због чега демони смишљају лукавства против нас:	Непријатељ рече: Гонићу их и стићићу и плен поделићу; наситиће их се душа моја, извући ћу мач свој, истребиће их рука моја.
4	8	Против помисли демона туге	Изл. 15, 16.	ܚ ܠܘܬ ܡܪܝܐ ܥܠ ܚܘܫ̈ܒܐ ܕܡܙܝܥܝܢ ܠܢ ܒܕܐܡܪܝܢ. ܕܒܠܠܝܐ ܕܝ̈ܘܐ ܐܬܝܢ ܘܢܦܠܝܢ ܥܠܝܟܘܢ܀	ܬܦܠ ܥܠܝܗܘܢ ܕܚܠܬܐ ܘܙܘܥܬܐ. ܒܪܒܘܬܐ ܕܕܪܥܟ ܢܛܒܥܘܢ ܐܝܟ ܟܐܦܐ. ܥܕܡܐ ܕܢܥܒܪ ܥܡ̈ܟ ܡܪܝܐ.. ܥܕܡܐ ܕܢܥܒܪ ܥܡܐ ܗܢܐ ܕܦܪܩܬ	8. εις κυριον περι λογισμων ημας ανασειοντων και λεγοντων ως εν τηι νυκτι δαιμονες ελθοντες υμιν εφαλουνται	+ .	Господу поводом помисли које нас плаше и говоре: „Демони ће доћи по ноћи и насрнуће на тебе“:	Спопашће их страх и трепет; од величине руке Твоје замукнуће као камен, докле не прође народ твој, Господе, докле не прође народ, који си искупио.
4	9	Против помисли демона туге	Изл. 17, 16.	ܛ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܙܘܥܬܐ ܕܓܕܫܝܢ ܠܢ: ܥܠ ܕܠܐ ܡܬܚܙܐ ܡܠܐܟܐ ܕܡܥܕܪ ܠܢ ܒܐܝܕܐ.....ܩܪܒܐ ܠܡܪܝܐ ܒܥܡܠܝܩ ܡܢ ܕܪܕܪܝܢ.		9. προς λογισμους τρομου ημιν εγγιγνομενους διοτι ο αγγελος ο συμμαχομενος ημιν ουχ οραται	+ εν χειρι κρυφαιαι κτλ .	Против помисли ужаса које нас спопадају, јер анђео који нам помаже у борби није видљив:	Тајном руком Господ води рат против Амалика из нараштаја у нараштај.
4	10	Против помисли демона туге	Изл. 23, 20.	ܝ. ܠܘܩܒܠ ܢܦܫܐ ܕܡܬܪܗܒܐ: ܐܝܟ ܗܘ ܕܠܐ ܢܛܪܝܢ ܠܗ ܡ̈ܠܐܟܐ ܕܐܠܗܐ܀	ܗܐ ܡܫܕܪ ܐܢܐ ܡܠܐܟܝ ܩܕܡܝܢ ܕܢܢܛܪܟ ܒܐܘܪܚܐ ܘܕܢܥܠܟ ܠܐܪܥܐ ܕܬܩܢܬ.	10. προς ψυχην συγκεχυμενην ως ου φυλαττοντων αυτην των θεου αγγελων	+ .	Против душе која се плаши и мисли да је анђели Божији не чувају:	Ево, ја шаљем анђела својега пред тобом да те чува на путу и да те одведе на место које сам ти приправио.
4	11	Против помисли демона туге	Лев. 26, 6–7.	ܝ ܠܘܩܒܠ ܢܦܫܐ ܕܟܪܝܐ ܠܗ ܥܠ ܕܠܘܚܝܐ ܕܠܠܝܐ: ܘܡܢ ܙܘܥܬܗ ܤܒܪܐ ܠܗ ܕܐܡܝܢܐܝܬ ܒܫܓܝܫܘܬܗ ܦܝܫܐ܀	ܐܬܠ ܫܠܡܐ ܒܐܪܥܟܘܢ. ܘܬܪܕܦܘܢ ܠܒ̈ܥܠܕܒܒܝܟܘܢ. ܘܢܦܠܘܢ ܩܕܡܝܟܘܢ ܒܚܪܒܐ	11. προς ψυχην περι ταραχης νυκτος λυπουμενην και απο της πτοησεως αυτης οιομενην οτι διαπαντος εν τηι συγχυσει αυτης μενει	+ δωσω ειρηνην εν τηι γηι υμων και διωξεσθε κτλ .	Против душе која се растужила због ноћног метежа и у страху мисли да ће заувек остати у овој пометености:	Јер ћу дати мир земљи, те ћете спавати и неће бити никога да вас плаши; учинићу, те ће нестати зле звери с земље и мач неће пролазити преко ваше земље. Него ћете гонити непријатеље своје и падаће пред вама од мача.
4	12	Против помисли демона туге	Пнз. 1, 29–30.	ܝܒ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܐܢ̈ܫܝܐ ܕܗܕܣܝܢ ܒܢ ܘܐܡܪܝܢ. ܕܠܐ ܠܡ ܟܒܪ ܦܩܚ ܠܟܘܢ ܕܬܗܘܘܢ ܡܬܚܪܝܢ ܥܡ ܕܝ̈ܘܐ܀	ܘܐܡܪܬ ܠܟܘܢ܆ ܕܠܐ ܬܕܚܠܘܢ ܘܠܐ ܬܙܘܥܘܢ ܡܢܗܘܢ. ܡܪܝܐ ܐܠܗܟܘܢ ܐܙܠ ܩܕܡܝܟܘܢ܆ ܘܗܘ ܡܬܟܬܫ ܚܠܦܝܟܘܢ	12. προς ανθρωπινους λογισμους εν ημιν υπανασταντας και λεγοντας οτι ου προχωρει υμιν αγωνιζεσθαι προς τους δαιμονας	+ .	Против смртничких помисли које устају у нашем унутрашњем свету у говоре: „Не вреди вам се борити против демона“:	А ја вам рекох: Не плашите се и не бојте их се. Господ Бог ваш, који иде пред вама, он ће се борити за вас.
4	13	Против помисли демона туге	Пнз. 2, 24–25.	ܝܓ ܠܘܩܒܠ ܢܦܫܐ ܕܐܬܪܗܒܬ ܡܢ ܩܠܗ ܕܕܝܘܐ ܕܐܫܪܩ ܥܠܝܗ ܡܢ ܫܠܝ ܒܐܐܪ܀܀	ܫܪܐ ܠܡܘܒܕܘܬܗ ܘܐܬܓܪܐ ܥܡܗ ܠܩܪܒܐ. ܝܘܡܢܐ ܐܫܪܐ ܠܡܬܠ ܕܚܠܬܟ ܘܙܘܥܬܟ: ܥܠ ܐܦ̈ܝ ܟܠܗܘܢ ܥܡܡ̈ܐ ܕܬܚܝܬ ܫܡܝܐ. ܕܢܫܡܥܘܢ ܫܡܥܟ܆ ܘܢܙܘ̈ܥܘܢ ܢܕܚ̈ܠܘܢ ܡܢ ܩܕܡܝܟ	13. προς ψυχην φωνηι δαιμονος υπερ αυτης εξαπινης εν τωι αερι συριξαντος συγκεχυμενην	+ εναρχου φθειραι αυτον και συναπτε προς αυτον πολεμον εν τηι ημεραι ταυτηι εναρξομαι κτλ .	Против душе која се уплашила од гласа демона који је на њу изненада засиктао у ваздуху:	Почни узимати наследство и бори се с њим! Данас почињем задавати страх и трепет од тебе народима под читавим небом; који год чују за те, дрхтаће и препадаће се од тебе.
4	14	Против помисли демона туге	Пнз. 1, 29–30.	ܝܕ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܐܢ̈ܫܝܐ ܕܡܬܕܠܚܝܢ ܡܢ ܚܙܬܐ ܕܕܝܘܐ: ܐܝܢܐ ܕܡܒܪ̈ܩܢ ܥܝ̈ܢܘܗܝ ܐܝܟ ܢܘܪܐ܀	ܠܐ ܬܕܚܠ ܡܢܗܘܢ ܡܛܠ ܕܡܪܝܐ ܐܠܗܟܘܢ ܗܘ ܡܬܟܬܫ ܚܠܦܝܟܘܢ	14. προς λογισμους ανθρωπινους δι’ οψεως δαιμονος ου οι οφθαλμοι ως πυρ αστραπτουσιν τεταραγμενους	+ .	Против смртничких помисли које су ужаснуте виђењем демона чије очи исијавају попут огња:	Не плашите се и не бојте их се. Господ Бог ваш, који иде пред вама, он ће се борити за вас.
4	15	Против помисли демона туге	Пнз. 3, 24.	ܝܗ ܠܘܬ ܡܪܝܐ ܥܠ ܕܦܫܬ ܢܦܫܐ ܕܠܐ ܙܘܥܐ: ܟܕ ܢܦܠܘ ܡܢ ܫܠܝ ܒܩܠܐ ܘܒܫܓܘܫܝܐ ܕܝ̈ܘܐ ܥܠ ܦܓܪܐ܀	ܘܐܡܪܬ. ܡܪܝܐ ܐܠܗܐ ܐܢܬ ܫܪܝܬ ܠܡܚܘܝܘ ܠܥܒܕܟ ܪܒܘܬܟ: ܘܐܝܕܟ ܬܩܝܦܬܐ ܘܕܪܥܟ ܪܡܐ. ܐܝܢܘ ܓܝܪ ܐܠܗܐ ܐܝܬ ܒܫܡܝܐ ܐܘ ܒܐܪܥܐ: ܕܢܥܒܕ ܐܝܟ ܥܒ̈ܕܝܟ ܘܐܝܟ ܓܒܪ̈ܘܬܟ	15. εις κυριον οτι η ψυχη ατρομος εμεινε εξαπινης εν φωνηι και ταραχηι δαι­μονων επι το σωμα πεσοντων	+ και ειπον κυριε ο θεος συ ηρξω δειξαι κτλ .	Господу, поводом душе која је остала непомућена када су демони изненада с буком и метежом насрнули на тело:	Господе Боже! Ти си почео показивати слузи својему величину своју и крепку руку своју, јер који је Бог на небу или на земљи који би творио дела каква су Твоја и у кога би сила била каква је Твоја!
4	16	Против помисли демона туге	Пнз. 4, 31.	ܝܘ ܠܘܩܒܠ ܢܦܫܐ ܕܡܬܪܗܒܐ ܘܙܝܥܐ ܡܢ ܕܝ̈ܘܐ ܕܡܬܚܙܝܢ ܠܗ: ܘܣܒܪܐ ܠܗ ܕܫܒܩܗ ܡܪܝܐ܀.	ܡܪܝܐ ܐܠܗܟܘܢ܆ ܠܐ ܢܚܒܠܟܘܢ ܘܠܐ ܢܫܒܩܟܘܢ. ܘܠܐ ܢܛܥܐ ܩܝܡܐ ܕܝܡܐ ܠܐܒ̈ܗܝܟܘܢ	16. προς ψυχην πτοηθεισαν και τρεμουσαν απο δαιμονων αυτηι οφθεντων και οτι κυριος αυτην εγκατελιπεν οιομενην	+ κυριος ο θεος υμων ου μη εκτριψει υμας ουδε εγκαταλειψει υμας και κτλ .	Против душе која страхује и дрхти пред демонима који јој се јављају, те сматра да ју је Господ напустио:	Господ Бог твој неће те оставити, нити ће те уништити; неће заборавити завет отаца ваших, којим им се заклео Господ.
4	17	Против помисли демона туге	Пнз. 8, 16.	ܝܙ ܠܘܩܒܠ ܢܦܫܐ ܕܨܒܝܐ ܕܬܕܥ ܥܠܬܐ ܕܗܠܝܢ ܢ̈ܣܝܘܢܐ܀	ܘܢܡܟܟܟ ܘܢܢܤܝܟ ܡܪܝܐ ܐܠܗܟ. ܘܢܥܒܕ ܥܡܟ ܛܝܒܘܬܐ ܒܚܪܬܐ ܕܝܘܡ̈ܬܐ	17. προς ψυχην αιτιαν των πειρασμων τουτων γιγνωσκειν θελουσαν	+ ινα κακωσηι σε κτλ .	Против душе која жели да спозна разлог ових искушења:	Да би те намучио и искушао и да би се добро опходио с тобом на крају твојих дана.
4	18	Против помисли демона туге	Пнз. 20, 3–4.	ܝܚ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܐܢ̈ܫܝܐ ܕܡܬܕܠܚܝܢ ܡܢ ܚܙܬܐ ܕܕܝ̈ܘܐ ܕܐܬܝܢ ܥܠܝܢ ܒ̈ܠܝܠܘܬܐ. ܘܒܕܡܘܬ ܚܘ̈ܘܬܐ ܡܬܥܩܠܩܠܝܢ ܥܠ ܚܨܐ ܘܥܠ ܓܒܐ܀	ܠܐ ܢܬܬܒܪ ܠܒܟܘܢ ܘܠܐ ܬܕܠܚܘܢ. ܘܠܐ ܬܙܘܥܘܢ ܘܠܐ ܬܬܪܗܒܘܢ ܡܢ ܩܕܡܝܗܘܢ. ܡܛܠ ܕܡܪܝܐ ܐܠܗܟ ܐܙܠ ܩܕܡܝܟ: ܕܐܣܩܟ ܡܢ ܐܪܥܐ ܕܡܨܪܝܢ. ܗܘ ܢܬܟܬܫ ܥܠ ܐܦ̈ܝܟܘܢ ܥܡ ܒ̈ܥܠܕܒܒܝܟܘܢ ܒܝ̈ܫܐ. ܘܢܦܪܩܟܘܢ	18. προς λογισμους ανθρωπινους τεθορυβημενους υπ’ οψεως δαιμονων νυκτος εφ’ ημας ερχομενων και εν ειδει θηριων επι νωτου κυλινδουμενων	+ μη εκλυεσθω η καρδια ημων και μη φοβεισθε και μη θραυεσθε μηδε εκκλινετε απο προσωπου αυτων· οτι κυριος ο θεος σου προπορευεται σου ος ανηγαγεν σε εκ γης Αιγυπτου, αυτος πολεμησει υπερ υμων τοις πονηροις εχθροις υμων και σωσει υμας .	Против смртничких помисли које су устрашене виђењем демона који нам долазе ноћу увијени као змије по леђима и боку:	Нека не клоне срце ваше, не бојте се и не плашите се, нити се препадајте од њих. Јер Господ Бог ваш иде с вама и бориће се за вас с непријатељима вашим да вас сачува.
4	19a	Против помисли демона туге	Пнз. 31, 6.	ܝܛ ܠܘܩܒܠ ܢܦܫܐ ܕܟܪܝܐ ܠܗ: ܘܙܝܥܐ ܡܢ ܕܝ̈ܘܐ ܕܒܠܩܝܢ ܥܠܝܗ ܒ̈ܠܝܠܘܬܐ.܀	ܐܬܚܝܠܘ ܘܐܬܥܫܢܘ. ܠܐ ܬܕܚܠܘܢ ܘܠܐ ܬܙܘܥܘܢ ܡܢ ܩܕܡܝܗܘܢ. ܡܛܠ ܕܡܪܝܐ ܐܠܗܟ ܗܘ ܐܙܠ ܥܡܟ. ܠܐ ܢܪ̈ܦܝܟ ܘܠܐ ܢܫܒܩܟ ܡܢ ܝܫܘܥ ܒܪܢܘܢ:	19. προς ψυχην λυπηραν και υπο δαιμονων εν ταις νυξιν υπερ αυτης εκλαμ­ποντων σαλευομενην	+ ανδριζεσθε και ισχυετε κτλ .	Против душе ожалошћене и уплашене демонима који изненада нападају по ноћи:	Будите слободни и храбри, не бојте се и не плашите се од њих; јер Господ Бог твој иде с тобом, неће отступити од тебе, нити ће те оставити.
4	19b	Против помисли демона туге	ИНав. 1, 9.	ܠܘܩܒܠ ܢܦܫܐ ܕܨܒܝܐ ܒܝܕ ܡܪܚܩܢܘܬܗ ܕܡܢ ܥܠܡܐ: ܕܬܬܚܝܠ ܒܕܚܠܬܐ ܕܐܠܗܐ: ܘܡܬܥܟܪܐ ܒܝܕ ܙܘܥܬܐ ܕܡܢ ܕܝ̈ܘܐ܀	ܐܬܚܝܠܘ ܘܐܬܥܫܢܘ܆ ܘܠܐ ܬܙܘܥ. ܡܛܠ ܕܥܡܟ ܗܘ ܡܪܝܐ ܐܠܗܟ ܐܬܪ ܕܐܙܠ ܐܢܬ	19. ιησου. προς ψυχην δια της κοσμου αποχωρησεως εν τωι θεου φοβωι ισχυσασθαι βουλομενην δια δε τον δαιμονων τρομον κωλυομενην	+ ισχυε και ανδριζου κτλ .	Против душе која повлачењем из света жели да ојача у страху Божијем, али је спутана страхом који долази од демона:	Буди слободан и храбар! Не бој се и не плаши се; јер је с тобом Господ Бог твој куда год идеш.
